method,budget_fraction,cost_ratio,base_cost_total,aigc_unit_cost,status,objective_normalized,budget,full_budget,total_payment,budget_utilization,active_clients,raw_clients,interior_clients,full_clients,active_original_samples,synthetic_samples_proxy,total_augmented_samples_proxy,mean_u_active,active_indices,u,missing_ratio,full_synthetic_n,normalized_absolute_gap,solver_failures
no_aigc,0.2,0.5,0.5,1.0,ok,0.42779808189943075,0.6853333333333333,3.4266666666666667,0.5,0.7295719844357976,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.3,0.5,0.5,1.0,ok,0.0026659433920892136,1.028,3.4266666666666667,0.8804999999999972,0.8565175097276236,2,0,0,2,9055,35094.99999999968,44149.99999999968,0.9999999999999982,"[0, 4]","[1.0, 0.0, 0.0, 0.0, 0.9999999999999964, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",2.3765711620882257e-16,5
three_state,0.3,0.5,0.5,1.0,ok,0.0026659433920892136,1.028,3.4266666666666667,0.8804999999999998,0.8565175097276263,2,0,0,2,9055,35094.99999999999,44149.99999999999,1.0,"[0, 4]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.3,0.5,0.5,1.0,ok,0.42779808189943075,1.028,3.4266666666666667,0.5,0.48638132295719844,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.4,0.5,0.5,1.0,ok,0.00262095067520199,1.3706666666666667,3.4266666666666667,1.200177777777777,0.8756160830090784,3,0,0,3,12104,47955.9999999999,60059.9999999999,0.9999999999999997,"[0, 3, 4]","[0.999999999999999, 0.0, 0.0, 0.9999999999999999, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
three_state,0.4,0.5,0.5,1.0,ok,0.00262095067520199,1.3706666666666667,3.4266666666666667,1.2001777777777776,0.8756160830090789,3,0,0,3,12104,47955.99999999999,60060.0,1.0,"[0, 3, 4]","[1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.4,0.5,0.5,1.0,ok,0.42779808189943075,1.3706666666666667,3.4266666666666667,0.5,0.3647859922178988,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.5,0.5,0.5,1.0,ok,0.0026208712792488574,1.7133333333333334,3.4266666666666667,1.59543333231908,0.9311867698360389,3,0,0,3,15531,64028.99986266039,79559.99986266039,0.9999999997106345,"[0, 2, 4]","[1.0, 0.0, 0.9999999991319031, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",2.2456441307189268e-10,0
three_state,0.5,0.5,0.5,1.0,ok,0.0026208712792488566,1.7133333333333334,3.4266666666666667,1.5954333333333333,0.9311867704280155,3,0,0,3,15531,64029.0,79560.0,1.0,"[0, 2, 4]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.5,0.5,0.5,1.0,ok,0.42779808189943075,1.7133333333333334,3.4266666666666667,0.5,0.2918287937743191,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.02,1.0,1.0,1.0,ok,3.6643353743865283,0.07853333333333333,3.9266666666666663,0.07853333333333333,1.0,1,0,1,0,3049,351.4035961540781,3400.403596154078,0.1278412993993026,[3],"[0.0, 0.0, 0.0, 0.1278412993993026, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",3.952393967665557e-14,0
three_state,0.02,1.0,1.0,1.0,ok,4.8164222117692885,0.07853333333333333,3.9266666666666663,0.06775555555555555,0.8627617430673458,1,1,0,0,3049,0.0,3049.0,0.0,[3],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.02,1.0,1.0,1.0,ok,4.8164222117692885,0.07853333333333333,3.9266666666666663,0.06775555555555555,0.8627617430673458,1,1,0,0,3049,0.0,3049.0,0.0,[3],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.04,1.0,1.0,1.0,ok,1.137813345738403,0.15706666666666666,3.9266666666666663,0.15706666666666663,0.9999999999999998,1,0,1,0,3049,2170.405768371837,5219.4057683718365,0.5144170034086041,[3],"[0.0, 0.0, 0.0, 0.5144170034086041, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",1.532107773982716e-14,1
three_state,0.04,1.0,1.0,1.0,ok,3.869395997059535,0.15706666666666666,3.9266666666666663,0.0918888888888889,0.5850311262026033,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.04,1.0,1.0,1.0,ok,3.869395997059535,0.15706666666666666,3.9266666666666663,0.0918888888888889,0.5850311262026033,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.06,1.0,1.0,1.0,ok,0.32316955668478625,0.23559999999999998,3.9266666666666663,0.23559999999999998,1.0,1,0,1,0,3049,4570.058399462952,7619.058399462952,0.7420204743938174,[3],"[0.0, 0.0, 0.0, 0.7420204743938174, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",2.4424906541753444e-15,2
three_state,0.06,1.0,1.0,1.0,ok,2.355510089250443,0.23559999999999998,3.9266666666666663,0.15964444444444445,0.6776079984908508,2,2,0,0,7184,0.0,7184.0,0.0,"[0, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.06,1.0,1.0,1.0,ok,2.355510089250443,0.23559999999999998,3.9266666666666663,0.15964444444444445,0.6776079984908508,2,2,0,0,7184,0.0,7184.0,0.0,"[0, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.08,1.0,1.0,1.0,ok,0.03290346291642301,0.3141333333333333,3.9266666666666663,0.3141333333333332,0.9999999999999997,1,0,1,0,3049,8881.705735001991,11930.705735001991,0.9209280210782067,[3],"[0.0, 0.0, 0.0, 0.9209280210782067, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",1.5057399771478686e-15,0
three_state,0.08,1.0,1.0,1.0,ok,1.895839858958707,0.3141333333333333,3.9266666666666663,0.3035555555555556,0.9663271080928127,3,3,0,0,13660,0.0,13660.0,0.0,"[0, 2, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.08,1.0,1.0,1.0,ok,1.895839858958707,0.3141333333333333,3.9266666666666663,0.3035555555555556,0.9663271080928127,3,3,0,0,13660,0.0,13660.0,0.0,"[0, 2, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.1,1.0,1.0,1.0,ok,0.002806921292897905,0.39266666666666666,3.9266666666666663,0.353555555555437,0.9003961516691944,1,0,0,1,3049,12860.999999984624,15909.999999984624,0.9999999999997708,[3],"[0.0, 0.0, 0.0, 0.9999999999997708, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,2
three_state,0.1,1.0,1.0,1.0,ok,0.002806921292897905,0.39266666666666666,3.9266666666666663,0.3535555555555555,0.9003961516694963,1,0,0,1,3049,12861.0,15910.0,1.0,[3],"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.1,1.0,1.0,1.0,ok,1.764404284594298,0.39266666666666666,3.9266666666666663,0.35224444444444447,0.8970571590265989,1,1,0,0,15851,0.0,15851.0,0.0,[5],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.15,1.0,1.0,1.0,ok,0.002806921292897905,0.589,3.9266666666666663,0.5211111111110521,0.8847387285416844,1,0,0,1,4920,18529.99999999294,23449.99999999294,0.9999999999999201,[4],"[0.0, 0.0, 0.0, 0.0, 0.9999999999999201, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,6
three_state,0.15,1.0,1.0,1.0,ok,0.002806921292897905,0.589,3.9266666666666663,0.5211111111111111,0.8847387285417846,1,0,0,1,4920,18529.999999999996,23449.999999999996,1.0,[4],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.15,1.0,1.0,1.0,ok,0.8373840275716606,0.589,3.9266666666666663,0.5639111111111111,0.9574042633465385,3,3,0,0,25376,0.0,25376.0,0.0,"[2, 3, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.2,1.0,1.0,1.0,ok,0.002806921292897905,0.7853333333333333,3.9266666666666663,0.5211111111110521,0.6635540464062634,1,0,0,1,4920,18529.99999999294,23449.99999999294,0.9999999999999201,[4],"[0.0, 0.0, 0.0, 0.0, 0.9999999999999201, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,8
three_state,0.2,1.0,1.0,1.0,ok,0.002806921292897905,0.7853333333333333,3.9266666666666663,0.5211111111111111,0.6635540464063384,1,0,0,1,4920,18529.999999999996,23449.999999999996,1.0,[4],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.2,1.0,1.0,1.0,ok,0.5866558326429462,0.7853333333333333,3.9266666666666663,0.7467555555555556,0.9508771929824562,4,4,0,0,33604,0.0,33604.0,0.0,"[0, 1, 3, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.3,1.0,1.0,1.0,ok,0.0026659433920892136,1.178,3.9266666666666663,0.9811111111111084,0.8328617242029783,2,0,0,2,9055,35094.99999999968,44149.99999999968,0.9999999999999982,"[0, 4]","[1.0, 0.0, 0.0, 0.0, 0.9999999999999964, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",2.3765711620882257e-16,3
three_state,0.3,1.0,1.0,1.0,ok,0.0026659433920892136,1.178,3.9266666666666663,0.981111111111111,0.8328617242029805,2,0,0,2,9055,35094.99999999999,44149.99999999999,1.0,"[0, 4]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.3,1.0,1.0,1.0,ok,0.42779808189943075,1.178,3.9266666666666663,1.0,0.8488964346349746,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.4,1.0,1.0,1.0,ok,0.00262095067520199,1.5706666666666667,3.9266666666666663,1.3346666666666658,0.8497453310696089,3,0,0,3,12104,47955.9999999999,60059.9999999999,0.9999999999999997,"[0, 3, 4]","[0.999999999999999, 0.0, 0.0, 0.9999999999999999, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,1
three_state,0.4,1.0,1.0,1.0,ok,0.00262095067520199,1.5706666666666667,3.9266666666666663,1.3346666666666667,0.8497453310696095,3,0,0,3,12104,47955.99999999999,60060.0,1.0,"[0, 3, 4]","[1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.4,1.0,1.0,1.0,ok,0.42779808189943075,1.5706666666666667,3.9266666666666663,1.0,0.6366723259762309,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.5,1.0,1.0,1.0,ok,0.0026208712792488574,1.9633333333333332,3.9266666666666663,1.7679999989857467,0.9005093373441835,3,0,0,3,15531,64028.99986266039,79559.99986266039,0.9999999997106345,"[0, 2, 4]","[1.0, 0.0, 0.9999999991319031, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",2.2456441307189268e-10,1
three_state,0.5,1.0,1.0,1.0,ok,0.0026208712792488566,1.9633333333333332,3.9266666666666663,1.768,0.900509337860781,3,0,0,3,15531,64029.0,79560.0,1.0,"[0, 2, 4]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.5,1.0,1.0,1.0,ok,0.42779808189943075,1.9633333333333332,3.9266666666666663,1.0,0.5093378607809848,6,6,0,0,45000,0.0,45000.0,0.0,"[0, 1, 2, 3, 4, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.02,2.0,2.0,1.0,infeasible,,,,,,,,,,,,,,,,,,,
three_state,0.02,2.0,2.0,1.0,infeasible,,,,,,,,,,,,,,,,,,,
no_aigc,0.02,2.0,2.0,1.0,infeasible,,,,,,,,,,,,,,,,,,,
continuous,0.04,2.0,2.0,1.0,ok,1.6723094583636948,0.19706666666666667,4.926666666666667,0.19706666666666667,1.0,1,0,1,0,3049,1517.4133888960537,4566.413388896053,0.4110778991435307,[3],"[0.0, 0.0, 0.0, 0.4110778991435307, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",7.882583474838611e-14,0
three_state,0.04,2.0,2.0,1.0,ok,3.869395997059535,0.19706666666666667,4.926666666666667,0.1837777777777778,0.9325665313486694,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.04,2.0,2.0,1.0,ok,3.869395997059535,0.19706666666666667,4.926666666666667,0.1837777777777778,0.9325665313486694,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.06,2.0,2.0,1.0,ok,0.3740473983609072,0.2956,4.926666666666667,0.29560000000000003,1.0000000000000002,1,0,1,0,3049,4278.033084572506,7327.033084572506,0.7222897099531945,[3],"[0.0, 0.0, 0.0, 0.7222897099531945, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",4.440892098500626e-16,0
three_state,0.06,2.0,2.0,1.0,ok,3.869395997059535,0.2956,4.926666666666667,0.1837777777777778,0.621711020899113,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.06,2.0,2.0,1.0,ok,3.869395997059535,0.2956,4.926666666666667,0.1837777777777778,0.621711020899113,1,1,0,0,4135,0.0,4135.0,0.0,[0],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.08,2.0,2.0,1.0,ok,0.016782914968693344,0.39413333333333334,4.926666666666667,0.39413333333333334,1.0,1,0,1,0,3049,9914.561918583515,12963.561918583515,0.9461165172245972,[3],"[0.0, 0.0, 0.0, 0.9461165172245972, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",1.9081958235744878e-16,2
three_state,0.08,2.0,2.0,1.0,ok,2.355510089250443,0.39413333333333334,4.926666666666667,0.3192888888888889,0.8101037437979252,2,2,0,0,7184,0.0,7184.0,0.0,"[0, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.08,2.0,2.0,1.0,ok,2.355510089250443,0.39413333333333334,4.926666666666667,0.3192888888888889,0.8101037437979252,2,2,0,0,7184,0.0,7184.0,0.0,"[0, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.1,2.0,2.0,1.0,ok,0.002806921292897905,0.4926666666666667,4.926666666666667,0.42131111111099256,0.8551646368964666,1,0,0,1,3049,12860.999999984624,15909.999999984624,0.9999999999997708,[3],"[0.0, 0.0, 0.0, 0.9999999999997708, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,3
three_state,0.1,2.0,2.0,1.0,ok,0.002806921292897905,0.4926666666666667,4.926666666666667,0.4213111111111111,0.8551646368967072,1,0,0,1,3049,12861.0,15910.0,1.0,[3],"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.1,2.0,2.0,1.0,ok,2.355510089250443,0.4926666666666667,4.926666666666667,0.3192888888888889,0.6480829950383401,2,2,0,0,7184,0.0,7184.0,0.0,"[0, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
continuous,0.15,2.0,2.0,1.0,ok,0.002806921292897905,0.739,4.926666666666667,0.6304444444443854,0.8531047962711575,1,0,0,1,4920,18529.99999999294,23449.99999999294,0.9999999999999201,[4],"[0.0, 0.0, 0.0, 0.0, 0.9999999999999201, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,2
three_state,0.15,2.0,2.0,1.0,ok,0.002806921292897905,0.739,4.926666666666667,0.6304444444444444,0.8531047962712373,1,0,0,1,4920,18529.999999999996,23449.999999999996,1.0,[4],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
no_aigc,0.15,2.0,2.0,1.0,ok,1.764404284594298,0.739,4.926666666666667,0.7044888888888889,0.9533002556006617,1,1,0,0,15851,0.0,15851.0,0.0,[5],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.006045949214026, 3.012678588324344, 4.467881408276714, 4.218104296490653, 3.7662601626016254, 1.4490568418396315]","[16564.999999999996, 31840.999999999993, 28934.0, 12861.0, 18529.999999999996, 22969.0]",0.0,0
